address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
2510 West Thunderbird,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'DogsAllowed': True, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}}",lrAUseySfmFeZkWOGfsKnQ,"['Food Stands', 'Event Planning & Services', 'Food', 'Caterers', 'Mexican', 'Restaurants']",Phoenix,"{'Monday': '10:00-1:00', 'Tuesday': '10:00-1:00', 'Friday': '10:00-1:00', 'Wednesday': '10:00-1:00', 'Thursday': '10:00-1:00', 'Sunday': '10:00-1:00', 'Saturday': '10:00-1:00'}",1,33.611407799999995,-112.1106287,Wadaa Street Tacos,,85023.0,226,4.5,AZ
"1959 S Power Rd, Ste 106","{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'HasTV': False, 'RestaurantsGoodForGroups': False, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",nfhSzru_fPiB2ZW5kiVxBw,"['Sandwiches', 'Fast Food', 'Restaurants']",Mesa,{},1,33.3799806,-111.68721969999999,Subway,,85206.0,7,2.0,AZ
1213 S Greenfield Rd,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",PKuUfy9BUk9LsMgzDIRr8A,"['Fast Food', 'Restaurants', 'Burgers']",Mesa,"{'Monday': '5:00-23:00', 'Tuesday': '5:00-23:00', 'Friday': '5:00-0:00', 'Wednesday': '5:00-23:00', 'Thursday': '5:00-23:00', 'Sunday': '6:00-23:00', 'Saturday': '5:00-0:00'}",1,33.393481699999995,-111.73599340000001,McDonald's,,85206.0,9,3.5,AZ
"3440 E Baseline Rd, Unit 104","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",Gl01qPpjC9DKN_Py3IEnpA,"['Sandwiches', 'Mexican', 'Fast Food', 'Restaurants']",Mesa,"{'Monday': '10:45-22:00', 'Tuesday': '10:45-22:00', 'Friday': '10:45-22:00', 'Wednesday': '10:45-22:00', 'Thursday': '10:45-22:00', 'Sunday': '10:45-22:00', 'Saturday': '10:45-22:00'}",1,33.3796235,-111.7559876,Chipotle Mexican Grill,,85204.0,51,3.5,AZ
"710 W Elliot Rd, Ste 101","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}, 'Alcohol': 'none', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': False, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",b1s8c1CTlHmLIlNGI9q-mQ,"['Caterers', 'Food', 'Bakeries', 'Cafes', 'Restaurants', 'Event Planning & Services', 'Sandwiches']",Tempe,"{'Monday': '8:00-18:00', 'Tuesday': '8:00-18:00', 'Friday': '8:00-18:00', 'Wednesday': '8:00-18:00', 'Thursday': '8:00-18:00', 'Sunday': '10:00-14:00', 'Saturday': '8:00-18:00'}",1,33.349696,-111.94761000000001,Donna's Bakery Cafe,,85284.0,83,4.0,AZ
2722 E McDowell Rd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'DogsAllowed': False, 'Alcohol': 'beer_and_wine', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}}",HzV-HumF0lauBXlxUh-YDQ,"['Food', 'Food Stands', 'Ethnic Food', 'Restaurants', 'Specialty Food', 'Mexican', 'Sandwiches']",Phoenix,"{'Monday': '9:00-0:30', 'Tuesday': '10:30-0:30', 'Friday': '10:30-0:30', 'Wednesday': '10:30-0:30', 'Thursday': '10:30-0:30', 'Sunday': '9:00-2:00', 'Saturday': '9:00-2:00'}",1,33.4659719749,-112.023653761,Taqueria Don Beto,,85008.0,26,4.0,AZ
11101 Grand Ave,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",_iVzL7-3c7ilixsY4Ox_9w,"['Restaurants', 'Fast Food']",Youngtown,{},1,33.605249,-112.29911200000001,Jack in the Box,,85363.0,19,1.5,AZ
9552 W Van Buren St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'HasTV': False, 'RestaurantsGoodForGroups': True, 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True}",Z54cYVtBf1ojSRsgBg-GHg,"['American (Traditional)', 'Fast Food', 'Restaurants']",Tolleson,"{'Monday': '7:00-0:00', 'Tuesday': '7:00-0:00', 'Friday': '7:00-0:00', 'Wednesday': '7:00-0:00', 'Thursday': '7:00-0:00', 'Sunday': '10:00-0:00', 'Saturday': '7:00-0:00'}",1,33.45064110000001,-112.2657111,Sonic Drive-In,,85353.0,6,1.5,AZ
"7337 E Shea Blvd, Ste 105","{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'DogsAllowed': True, 'Alcohol': 'beer_and_wine', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",pBFewLcdLnf1XwPTE4jtyQ,"['Restaurants', 'Food', 'Breweries', 'Pizza', 'American (New)']",Scottsdale,"{'Monday': '15:00-21:00', 'Tuesday': '15:00-22:00', 'Friday': '15:00-23:00', 'Wednesday': '15:00-22:00', 'Thursday': '15:00-22:00', 'Sunday': '15:00-21:00', 'Saturday': '15:00-23:00'}",1,33.5814933,-111.92350929999999,McFate's Tap + Barrel,,85260.0,309,4.0,AZ
1063 N Mesa Dr,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'DogsAllowed': False, 'Alcohol': 'none', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': False, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",dUkyIdP5j4vPE0uFnDfaWg,"['Fast Food', 'Pizza', 'Italian', 'Restaurants']",Mesa,"{'Monday': '10:30-23:00', 'Tuesday': '10:30-23:00', 'Friday': '10:30-0:00', 'Wednesday': '10:30-23:00', 'Thursday': '10:30-23:00', 'Sunday': '10:30-23:00', 'Saturday': '10:30-0:00'}",1,33.4349556,-111.82220900000002,Papa John's Pizza,,85201.0,9,2.5,AZ
9960 S Rural Rd,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",q4eeqVYRrO--vFFr3pBuNw,"['Tex-Mex', 'Fast Food', 'Restaurants', 'Mexican']",Tempe,"{'Monday': '7:00-0:00', 'Tuesday': '7:00-0:00', 'Friday': '7:00-1:00', 'Wednesday': '7:00-0:00', 'Thursday': '7:00-0:00', 'Sunday': '7:00-0:00', 'Saturday': '7:00-1:00'}",1,33.320513149499995,-111.92997705299999,Taco Bell,,85284.0,17,2.5,AZ
2530 W. Chandler Blvd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",GlwOGCjSzts7AnbK9gqmng,"['Comfort Food', 'American (New)', 'American (Traditional)', 'Restaurants', 'Gastropubs']",Chandler,"{'Monday': '11:00-22:00', 'Tuesday': '11:00-22:00', 'Friday': '11:00-23:00', 'Wednesday': '11:00-22:00', 'Thursday': '11:00-22:00', 'Sunday': '10:30-22:00', 'Saturday': '11:00-23:00'}",1,33.3064492818,-111.88693858,Cheddar's Scratch Kitchen,,85224.0,409,3.5,AZ
"20020 N 59th Ave, Ste 105","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': False, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}",xRHbsV3S884mE95p4-nOmQ,"['Restaurants', 'Food', 'Do-It-Yourself Food', 'Pizza']",Glendale,"{'Monday': '11:00-20:00', 'Tuesday': '11:00-20:00', 'Friday': '11:00-21:00', 'Wednesday': '11:00-20:00', 'Thursday': '11:00-20:00', 'Sunday': '11:00-20:00', 'Saturday': '11:00-21:00'}",1,33.6666821,-112.18678290000001,Papa Murphy's,,85308.0,10,3.5,AZ
5965 E Main St,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",vCRgJTNdWcKuN8rxjvo8Xw,"['Fast Food', 'Restaurants']",Mesa,{},1,33.415517699999995,-111.70273929999999,Jack in the Box,,85205.0,8,2.5,AZ
"5251 E Brown Rd, Ste 103","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'DogsAllowed': False, 'Alcohol': 'none', 'Caters': True, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}}",7siBs9Z5lc8wEzD62EGszw,"['Delis', 'Sandwiches', 'Grocery', 'Food', 'Restaurants']",Mesa,"{'Tuesday': '11:00-21:30', 'Friday': '11:00-22:00', 'Wednesday': '11:00-21:30', 'Thursday': '11:00-21:30', 'Sunday': '14:00-20:30', 'Saturday': '11:00-22:00'}",1,33.4360328,-111.71668600000001,Dolce Vita Italian Grocer,,85205.0,50,4.5,AZ
2930 S Alma School Rd,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'paid', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",xDHuJaOQ5HqaLP0zgpJD9w,"['Tex-Mex', 'Restaurants', 'Fast Food', 'Mexican']",Chandler,"{'Monday': '7:00-0:00', 'Tuesday': '7:00-0:00', 'Friday': '7:00-1:00', 'Wednesday': '7:00-0:00', 'Thursday': '7:00-0:00', 'Sunday': '7:00-0:00', 'Saturday': '7:00-1:00'}",1,33.262945448800004,-111.859599985,Taco Bell,,85248.0,18,2.0,AZ
2141 W Deer Valley Rd,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",cwJtI1JyX06CU_mxqCU2rw,"['Fast Food', 'Restaurants']",Phoenix,{},1,33.6833362,-112.10629850000001,Jack In the Box,,85027.0,16,2.5,AZ
39508 N Daisy Mountain Dr,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'loud', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",PiSHKXidMvVMGpTkWO7qiQ,"['Delis', 'Event Planning & Services', 'Hotels', 'Hotels & Travel', 'Grocery', 'Restaurants', 'Food']",Phoenix,"{'Monday': '5:00-0:00', 'Tuesday': '5:00-0:00', 'Friday': '5:00-0:00', 'Wednesday': '5:00-0:00', 'Thursday': '5:00-0:00', 'Sunday': '5:00-0:00', 'Saturday': '5:00-0:00'}",1,33.843578,-112.130575,Fry's,,85086.0,30,3.5,AZ
5225 W Indian School Rd,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",sNHseqXVsFUcrn7o9mCUcg,"['Restaurants', 'Fast Food', 'Burgers']",Phoenix,{},1,33.4947832,-112.1716493,Wendy's,,85031.0,5,3.0,AZ
3033 E McKellips Rd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",40B7HIv74ZqU9tBxbuol-A,"['American (Traditional)', 'Restaurants', 'Fast Food']",Mesa,{},1,33.4518011,-111.7664825,Sonic Drive-In,,85213.0,18,2.0,AZ
"66 S Dobson Rd, Ste 148","{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",E9aC5bLfXdQVZ5csvLuLJg,"['Juice Bars & Smoothies', 'Chinese', 'Restaurants', 'Food', 'Bubble Tea', 'Taiwanese']",Mesa,"{'Monday': '11:00-21:00', 'Tuesday': '11:00-21:00', 'Friday': '11:00-21:00', 'Wednesday': '11:00-21:00', 'Thursday': '11:00-21:00', 'Sunday': '11:00-21:00', 'Saturday': '11:00-21:00'}",1,33.4133505,-111.8759922,Taiwan Food Express,,85202.0,131,3.5,AZ
15955 W Clearview Blvd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",S310MmyxCiqpwiyBAh51Bw,"['Bakeries', 'Restaurants', 'American (Traditional)', 'Food']",Surprise,{},1,33.6543685198,-112.40382269,Coco's Family Restaurant,,85374.0,44,3.0,AZ
"5026 W Cactus Rd, Ste 2","{'Alcohol': 'none', 'HasTV': False, 'RestaurantsGoodForGroups': False, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'RestaurantsTableService': False, 'RestaurantsDelivery': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",-34vSRcMz_RjN00dWIiQ3Q,"['Fast Food', 'Restaurants', 'Sandwiches']",Glendale,"{'Monday': '7:00-21:30', 'Tuesday': '7:00-21:30', 'Friday': '7:00-21:30', 'Wednesday': '7:00-21:30', 'Thursday': '7:00-21:30', 'Sunday': '9:00-21:00', 'Saturday': '8:00-21:30'}",1,33.596342299999996,-112.1665715,Subway,,85304.0,12,2.5,AZ
